Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,Variant,Variant index,elementId,fixedCost,processId,resourceCost,resourceId
23,CONFIGURE EVALUATION SYSTEM,Default Resource-000005,03/12/2024 10:03,03/12/2024 10:03,Variant 2,2,sid-9CDA04EF-819F-4593-9B2E-8ACE8584CE86,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
23,CONFIGURE PRODUCTION SYSTEM,Default Resource-000006,03/12/2024 10:03,03/12/2024 10:03,Variant 2,2,sid-341FBA69-1F2E-4532-8D10-4FB8DC4F965D,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
23,CONFIGURE DEVELOPMENT SYSTEM,Default Resource-000007,03/12/2024 10:03,03/12/2024 10:03,Variant 2,2,sid-2289C30D-0EC7-4B7A-B7FD-E81788B54DAC,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
23,CONFIGURE SEGREGATION SYSTEM,Default Resource-000008,03/12/2024 10:03,03/12/2024 10:03,Variant 2,2,sid-8F4C7578-6164-4D7D-908C-ECF975D28B51,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
23,CONFIGURE PREPARATION SYSTEM,Default Resource-000009,03/12/2024 10:03,03/12/2024 10:03,Variant 2,2,sid-BEE0654E-2332-4091-84F7-4AC8647BFDC1,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
23,CONFIGURE INGESTION SYSTEM,Default Resource-000010,03/12/2024 10:03,03/12/2024 10:03,Variant 2,2,sid-EA3E4682-F6C1-40E9-ABD2-86D58B43D3DA,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
23,END,,03/12/2024 10:03,03/12/2024 10:03,Variant 2,2,sid-1FA22A38-811D-41F7-8403-CF8AAFF96E33,,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,,
24,START,,03/12/2024 10:04,03/12/2024 10:04,Variant 15,15,sid-928C0280-FDB6-4CD1-A4FF-F4093C4CEF2A,,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,,
24,CHECK DATA BALANCING,Default Resource-000001,03/12/2024 10:04,03/12/2024 10:04,Variant 15,15,sid-308416DF-AA11-43EE-B16E-DF606358CB04,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
24,CONFIGURE CLIENT-SIDE SYSTEM,Default Resource-000002,03/12/2024 10:04,03/12/2024 10:04,Variant 15,15,sid-7CE7240F-79B7-4EF6-A885-2EDC52CF7F6B,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
24,CONFIGURE EVALUATION SYSTEM,Default Resource-000003,03/12/2024 10:04,03/12/2024 10:04,Variant 15,15,sid-9CDA04EF-819F-4593-9B2E-8ACE8584CE86,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
24,CONFIGURE PRODUCTION SYSTEM,Default Resource-000004,03/12/2024 10:04,03/12/2024 10:04,Variant 15,15,sid-341FBA69-1F2E-4532-8D10-4FB8DC4F965D,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
24,CONFIGURE DEVELOPMENT SYSTEM,Default Resource-000005,03/12/2024 10:04,03/12/2024 10:04,Variant 15,15,sid-2289C30D-0EC7-4B7A-B7FD-E81788B54DAC,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
24,CONFIGURE SEGREGATION SYSTEM,Default Resource-000006,03/12/2024 10:04,03/12/2024 10:04,Variant 15,15,sid-8F4C7578-6164-4D7D-908C-ECF975D28B51,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
24,CONFIGURE PREPARATION SYSTEM,Default Resource-000007,03/12/2024 10:04,03/12/2024 10:04,Variant 15,15,sid-BEE0654E-2332-4091-84F7-4AC8647BFDC1,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
24,CONFIGURE INGESTION SYSTEM,Default Resource-000008,03/12/2024 10:04,03/12/2024 10:04,Variant 15,15,sid-EA3E4682-F6C1-40E9-ABD2-86D58B43D3DA,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
24,CHECK DATA BALANCING,Default Resource-000009,03/12/2024 10:04,03/12/2024 10:04,Variant 15,15,sid-308416DF-AA11-43EE-B16E-DF606358CB04,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
24,CHECK COVERAGE,Default Resource-000010,03/12/2024 10:04,03/12/2024 10:04,Variant 15,15,sid-E02895A2-0A14-40F4-AE6F-F61394877DE1,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
24,SET # ITERATIONS,Default Resource-000002,03/12/2024 10:04,03/12/2024 10:04,Variant 15,15,sid-27C05051-DBFA-4E49-A15A-9D01F134FB56,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
24,CHECK LEARNING PLOT,Default Resource-000004,03/12/2024 10:04,03/12/2024 10:04,Variant 15,15,sid-47B8CCDD-4D14-4D40-A269-0461E13F5EBD,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
24,SET # ITERATIONS,Default Resource-000006,03/12/2024 10:04,03/12/2024 10:04,Variant 15,15,sid-27C05051-DBFA-4E49-A15A-9D01F134FB56,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
24,CHECK LEARNING PLOT,Default Resource-000008,03/12/2024 10:04,03/12/2024 10:04,Variant 15,15,sid-47B8CCDD-4D14-4D40-A269-0461E13F5EBD,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
24,SET # ITERATIONS,Default Resource-000004,03/12/2024 10:04,03/12/2024 10:04,Variant 15,15,sid-27C05051-DBFA-4E49-A15A-9D01F134FB56,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
24,CHECK LEARNING PLOT,Default Resource-000005,03/12/2024 10:04,03/12/2024 10:04,Variant 15,15,sid-47B8CCDD-4D14-4D40-A269-0461E13F5EBD,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
24,SET # ITERATIONS,Default Resource-000008,03/12/2024 10:04,03/12/2024 10:04,Variant 15,15,sid-27C05051-DBFA-4E49-A15A-9D01F134FB56,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
24,CHECK LEARNING PLOT,Default Resource-000009,03/12/2024 10:04,03/12/2024 10:04,Variant 15,15,sid-47B8CCDD-4D14-4D40-A269-0461E13F5EBD,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
24,CHECK TEST RESULTS,Default Resource-000001,03/12/2024 10:04,03/12/2024 10:04,Variant 15,15,sid-EF6B5F69-4CE2-48FA-A463-C281F7866079,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
24,CONFIGURE CLIENT-SIDE SYSTEM,Default Resource-000002,03/12/2024 10:04,03/12/2024 10:04,Variant 15,15,sid-7CE7240F-79B7-4EF6-A885-2EDC52CF7F6B,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
24,CONFIGURE EVALUATION SYSTEM,Default Resource-000003,03/12/2024 10:04,03/12/2024 10:04,Variant 15,15,sid-9CDA04EF-819F-4593-9B2E-8ACE8584CE86,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
24,CONFIGURE PRODUCTION SYSTEM,Default Resource-000004,03/12/2024 10:04,03/12/2024 10:04,Variant 15,15,sid-341FBA69-1F2E-4532-8D10-4FB8DC4F965D,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
24,CONFIGURE DEVELOPMENT SYSTEM,Default Resource-000005,03/12/2024 10:04,03/12/2024 10:04,Variant 15,15,sid-2289C30D-0EC7-4B7A-B7FD-E81788B54DAC,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
24,CONFIGURE SEGREGATION SYSTEM,Default Resource-000006,03/12/2024 10:04,03/12/2024 10:04,Variant 15,15,sid-8F4C7578-6164-4D7D-908C-ECF975D28B51,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
24,CONFIGURE PREPARATION SYSTEM,Default Resource-000007,03/12/2024 10:04,03/12/2024 10:04,Variant 15,15,sid-BEE0654E-2332-4091-84F7-4AC8647BFDC1,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
24,CONFIGURE INGESTION SYSTEM,Default Resource-000008,03/12/2024 10:04,03/12/2024 10:04,Variant 15,15,sid-EA3E4682-F6C1-40E9-ABD2-86D58B43D3DA,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
24,EVALUATE CLASSIFIER,Default Resource-000009,03/12/2024 10:04,03/12/2024 10:04,Variant 15,15,sid-BF16B895-0C1B-42AB-9FA0-08154BC7AB35,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
24,CONFIGURE CLIENT-SIDE SYSTEM,Default Resource-000010,03/12/2024 10:04,03/12/2024 10:04,Variant 15,15,sid-7CE7240F-79B7-4EF6-A885-2EDC52CF7F6B,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
24,CONFIGURE EVALUATION SYSTEM,Default Resource-000001,03/12/2024 10:04,03/12/2024 10:04,Variant 15,15,sid-9CDA04EF-819F-4593-9B2E-8ACE8584CE86,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
24,CONFIGURE PRODUCTION SYSTEM,Default Resource-000002,03/12/2024 10:04,03/12/2024 10:04,Variant 15,15,sid-341FBA69-1F2E-4532-8D10-4FB8DC4F965D,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
24,CONFIGURE DEVELOPMENT SYSTEM,Default Resource-000003,03/12/2024 10:04,03/12/2024 10:04,Variant 15,15,sid-2289C30D-0EC7-4B7A-B7FD-E81788B54DAC,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
24,CONFIGURE SEGREGATION SYSTEM,Default Resource-000004,03/12/2024 10:04,03/12/2024 10:04,Variant 15,15,sid-8F4C7578-6164-4D7D-908C-ECF975D28B51,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
24,CONFIGURE PREPARATION SYSTEM,Default Resource-000005,03/12/2024 10:04,03/12/2024 10:04,Variant 15,15,sid-BEE0654E-2332-4091-84F7-4AC8647BFDC1,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
24,CONFIGURE INGESTION SYSTEM,Default Resource-000006,03/12/2024 10:04,03/12/2024 10:04,Variant 15,15,sid-EA3E4682-F6C1-40E9-ABD2-86D58B43D3DA,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
24,END,,03/12/2024 10:04,03/12/2024 10:04,Variant 15,15,sid-1FA22A38-811D-41F7-8403-CF8AAFF96E33,,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,,
25,START,,03/12/2024 10:04,03/12/2024 10:04,Variant 2,2,sid-928C0280-FDB6-4CD1-A4FF-F4093C4CEF2A,,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,,
25,CONFIGURE CLIENT-SIDE SYSTEM,Default Resource-000001,03/12/2024 10:04,03/12/2024 10:04,Variant 2,2,sid-7CE7240F-79B7-4EF6-A885-2EDC52CF7F6B,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
25,CONFIGURE EVALUATION SYSTEM,Default Resource-000003,03/12/2024 10:04,03/12/2024 10:04,Variant 2,2,sid-9CDA04EF-819F-4593-9B2E-8ACE8584CE86,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
25,CONFIGURE PRODUCTION SYSTEM,Default Resource-000005,03/12/2024 10:04,03/12/2024 10:04,Variant 2,2,sid-341FBA69-1F2E-4532-8D10-4FB8DC4F965D,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
25,CONFIGURE DEVELOPMENT SYSTEM,Default Resource-000007,03/12/2024 10:04,03/12/2024 10:04,Variant 2,2,sid-2289C30D-0EC7-4B7A-B7FD-E81788B54DAC,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
25,CONFIGURE SEGREGATION SYSTEM,Default Resource-000009,03/12/2024 10:04,03/12/2024 10:04,Variant 2,2,sid-8F4C7578-6164-4D7D-908C-ECF975D28B51,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
25,CONFIGURE PREPARATION SYSTEM,Default Resource-000001,03/12/2024 10:04,03/12/2024 10:04,Variant 2,2,sid-BEE0654E-2332-4091-84F7-4AC8647BFDC1,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
25,CONFIGURE INGESTION SYSTEM,Default Resource-000003,03/12/2024 10:04,03/12/2024 10:04,Variant 2,2,sid-EA3E4682-F6C1-40E9-ABD2-86D58B43D3DA,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
25,END,,03/12/2024 10:04,03/12/2024 10:04,Variant 2,2,sid-1FA22A38-811D-41F7-8403-CF8AAFF96E33,,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,,
26,START,,03/12/2024 10:04,03/12/2024 10:04,Variant 1,1,sid-928C0280-FDB6-4CD1-A4FF-F4093C4CEF2A,,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,,
26,END,,03/12/2024 10:04,03/12/2024 10:04,Variant 1,1,sid-1FA22A38-811D-41F7-8403-CF8AAFF96E33,,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,,
27,START,,03/12/2024 10:04,03/12/2024 10:04,Variant 1,1,sid-928C0280-FDB6-4CD1-A4FF-F4093C4CEF2A,,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,,
27,END,,03/12/2024 10:04,03/12/2024 10:04,Variant 1,1,sid-1FA22A38-811D-41F7-8403-CF8AAFF96E33,,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,,
28,START,,03/12/2024 10:04,03/12/2024 10:04,Variant 2,2,sid-928C0280-FDB6-4CD1-A4FF-F4093C4CEF2A,,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,,
28,CONFIGURE CLIENT-SIDE SYSTEM,Default Resource-000007,03/12/2024 10:04,03/12/2024 10:04,Variant 2,2,sid-7CE7240F-79B7-4EF6-A885-2EDC52CF7F6B,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
28,CONFIGURE EVALUATION SYSTEM,Default Resource-000008,03/12/2024 10:04,03/12/2024 10:04,Variant 2,2,sid-9CDA04EF-819F-4593-9B2E-8ACE8584CE86,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
28,CONFIGURE PRODUCTION SYSTEM,Default Resource-000009,03/12/2024 10:04,03/12/2024 10:04,Variant 2,2,sid-341FBA69-1F2E-4532-8D10-4FB8DC4F965D,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
28,CONFIGURE DEVELOPMENT SYSTEM,Default Resource-000010,03/12/2024 10:04,03/12/2024 10:04,Variant 2,2,sid-2289C30D-0EC7-4B7A-B7FD-E81788B54DAC,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
28,CONFIGURE SEGREGATION SYSTEM,Default Resource-000001,03/12/2024 10:04,03/12/2024 10:04,Variant 2,2,sid-8F4C7578-6164-4D7D-908C-ECF975D28B51,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
28,CONFIGURE PREPARATION SYSTEM,Default Resource-000002,03/12/2024 10:04,03/12/2024 10:04,Variant 2,2,sid-BEE0654E-2332-4091-84F7-4AC8647BFDC1,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
28,CONFIGURE INGESTION SYSTEM,Default Resource-000003,03/12/2024 10:04,03/12/2024 10:04,Variant 2,2,sid-EA3E4682-F6C1-40E9-ABD2-86D58B43D3DA,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
28,END,,03/12/2024 10:04,03/12/2024 10:04,Variant 2,2,sid-1FA22A38-811D-41F7-8403-CF8AAFF96E33,,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,,
29,START,,03/12/2024 10:04,03/12/2024 10:04,Variant 4,4,sid-928C0280-FDB6-4CD1-A4FF-F4093C4CEF2A,,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,,
29,CONFIGURE CLIENT-SIDE SYSTEM,Default Resource-000004,03/12/2024 10:04,03/12/2024 10:04,Variant 4,4,sid-7CE7240F-79B7-4EF6-A885-2EDC52CF7F6B,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
29,CONFIGURE EVALUATION SYSTEM,Default Resource-000005,03/12/2024 10:04,03/12/2024 10:04,Variant 4,4,sid-9CDA04EF-819F-4593-9B2E-8ACE8584CE86,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
29,CONFIGURE PRODUCTION SYSTEM,Default Resource-000006,03/12/2024 10:04,03/12/2024 10:04,Variant 4,4,sid-341FBA69-1F2E-4532-8D10-4FB8DC4F965D,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
29,CONFIGURE DEVELOPMENT SYSTEM,Default Resource-000007,03/12/2024 10:04,03/12/2024 10:04,Variant 4,4,sid-2289C30D-0EC7-4B7A-B7FD-E81788B54DAC,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
29,CONFIGURE SEGREGATION SYSTEM,Default Resource-000008,03/12/2024 10:04,03/12/2024 10:04,Variant 4,4,sid-8F4C7578-6164-4D7D-908C-ECF975D28B51,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
29,CONFIGURE PREPARATION SYSTEM,Default Resource-000009,03/12/2024 10:04,03/12/2024 10:04,Variant 4,4,sid-BEE0654E-2332-4091-84F7-4AC8647BFDC1,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
29,CONFIGURE INGESTION SYSTEM,Default Resource-000010,03/12/2024 10:04,03/12/2024 10:04,Variant 4,4,sid-EA3E4682-F6C1-40E9-ABD2-86D58B43D3DA,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
29,EVALUATE CLASSIFIER,Default Resource-000001,03/12/2024 10:04,03/12/2024 10:04,Variant 4,4,sid-BF16B895-0C1B-42AB-9FA0-08154BC7AB35,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
29,END,,03/12/2024 10:04,03/12/2024 10:04,Variant 4,4,sid-1FA22A38-811D-41F7-8403-CF8AAFF96E33,,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,,
30,START,,03/12/2024 10:05,03/12/2024 10:05,Variant 1,1,sid-928C0280-FDB6-4CD1-A4FF-F4093C4CEF2A,,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,,
30,END,,03/12/2024 10:05,03/12/2024 10:05,Variant 1,1,sid-1FA22A38-811D-41F7-8403-CF8AAFF96E33,,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,,
31,START,,03/12/2024 10:05,03/12/2024 10:05,Variant 1,1,sid-928C0280-FDB6-4CD1-A4FF-F4093C4CEF2A,,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,,
31,END,,03/12/2024 10:05,03/12/2024 10:05,Variant 1,1,sid-1FA22A38-811D-41F7-8403-CF8AAFF96E33,,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,,
32,START,,03/12/2024 10:05,03/12/2024 10:05,Variant 2,2,sid-928C0280-FDB6-4CD1-A4FF-F4093C4CEF2A,,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,,
32,CONFIGURE CLIENT-SIDE SYSTEM,Default Resource-000002,03/12/2024 10:05,03/12/2024 10:05,Variant 2,2,sid-7CE7240F-79B7-4EF6-A885-2EDC52CF7F6B,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
32,CONFIGURE EVALUATION SYSTEM,Default Resource-000003,03/12/2024 10:05,03/12/2024 10:05,Variant 2,2,sid-9CDA04EF-819F-4593-9B2E-8ACE8584CE86,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
32,CONFIGURE PRODUCTION SYSTEM,Default Resource-000004,03/12/2024 10:05,03/12/2024 10:05,Variant 2,2,sid-341FBA69-1F2E-4532-8D10-4FB8DC4F965D,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
32,CONFIGURE DEVELOPMENT SYSTEM,Default Resource-000005,03/12/2024 10:05,03/12/2024 10:05,Variant 2,2,sid-2289C30D-0EC7-4B7A-B7FD-E81788B54DAC,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
32,CONFIGURE SEGREGATION SYSTEM,Default Resource-000006,03/12/2024 10:05,03/12/2024 10:05,Variant 2,2,sid-8F4C7578-6164-4D7D-908C-ECF975D28B51,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
32,CONFIGURE PREPARATION SYSTEM,Default Resource-000007,03/12/2024 10:05,03/12/2024 10:05,Variant 2,2,sid-BEE0654E-2332-4091-84F7-4AC8647BFDC1,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
32,CONFIGURE INGESTION SYSTEM,Default Resource-000008,03/12/2024 10:05,03/12/2024 10:05,Variant 2,2,sid-EA3E4682-F6C1-40E9-ABD2-86D58B43D3DA,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
32,END,,03/12/2024 10:05,03/12/2024 10:05,Variant 2,2,sid-1FA22A38-811D-41F7-8403-CF8AAFF96E33,,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,,
33,START,,03/12/2024 10:05,03/12/2024 10:05,Variant 1,1,sid-928C0280-FDB6-4CD1-A4FF-F4093C4CEF2A,,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,,
33,END,,03/12/2024 10:05,03/12/2024 10:05,Variant 1,1,sid-1FA22A38-811D-41F7-8403-CF8AAFF96E33,,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,,
34,START,,03/12/2024 10:05,03/12/2024 10:05,Variant 5,5,sid-928C0280-FDB6-4CD1-A4FF-F4093C4CEF2A,,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,,
34,EVALUATE CLASSIFIER,Default Resource-000009,03/12/2024 10:05,03/12/2024 10:05,Variant 5,5,sid-BF16B895-0C1B-42AB-9FA0-08154BC7AB35,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
34,CONFIGURE CLIENT-SIDE SYSTEM,Default Resource-000010,03/12/2024 10:05,03/12/2024 10:05,Variant 5,5,sid-7CE7240F-79B7-4EF6-A885-2EDC52CF7F6B,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
34,CONFIGURE EVALUATION SYSTEM,Default Resource-000001,03/12/2024 10:05,03/12/2024 10:05,Variant 5,5,sid-9CDA04EF-819F-4593-9B2E-8ACE8584CE86,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
34,CONFIGURE PRODUCTION SYSTEM,Default Resource-000002,03/12/2024 10:05,03/12/2024 10:05,Variant 5,5,sid-341FBA69-1F2E-4532-8D10-4FB8DC4F965D,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
34,CONFIGURE DEVELOPMENT SYSTEM,Default Resource-000003,03/12/2024 10:05,03/12/2024 10:05,Variant 5,5,sid-2289C30D-0EC7-4B7A-B7FD-E81788B54DAC,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
34,CONFIGURE SEGREGATION SYSTEM,Default Resource-000004,03/12/2024 10:05,03/12/2024 10:05,Variant 5,5,sid-8F4C7578-6164-4D7D-908C-ECF975D28B51,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
34,CONFIGURE PREPARATION SYSTEM,Default Resource-000005,03/12/2024 10:05,03/12/2024 10:05,Variant 5,5,sid-BEE0654E-2332-4091-84F7-4AC8647BFDC1,10.0,sid-8EC0CA95-3B87-49C1-9FE1-3457C1961B1D,0.0,QBP_DEFAULT_RESOURCE
